OTU	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	realm	phylum	class	order	family	genus	species
ZOTU687	0	0	2	0	5	5	0	0	0	1	0	0	1	6	3	0	2	1	0	0	0	0	0	0	0	0	0	11	6	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-005	 
ZOTU814	0	0	1	0	1	0	0	0	2	0	0	0	2	0	1	0	0	0	1	0	1	2	2	0	1	2	1	2	0	19	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU895	0	0	1	0	1	2	1	0	1	0	0	2	7	1	1	0	1	0	2	0	3	4	1	0	2	1	3	4	0	26	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_5	 
ZOTU665	0	0	1	0	1	1	0	1	2	1	0	0	2	0	2	1	0	0	1	0	0	0	0	0	1	1	0	8	1	10	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU626	0	0	1	0	3	1	0	0	2	0	0	2	1	3	2	1	1	0	0	0	1	1	0	0	0	0	1	1	7	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU916	0	0	3	2	2	3	0	0	0	1	1	0	6	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	10	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU724	0	0	1	0	3	1	2	1	0	1	0	0	8	3	7	0	0	0	0	0	0	1	0	1	1	1	1	3	2	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU1488	0	0	1	0	1	0	1	0	0	0	0	0	3	0	1	0	1	1	0	0	0	1	0	0	0	1	0	5	2	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU835	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	10	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU265	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	391	1	875	2	0	1	2	2	1	0	0	178	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Acidaminococcaceae	 Acidaminococcus	 
ZOTU663	0	0	0	1	1	1	0	0	0	0	0	0	7	3	2	3	0	0	314	305	628	2112	1037	1150	957	950	986	7	6	6671	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter	 uncultured_bacterium
ZOTU70	0	0	0	1	0	0	1	0	0	0	2	1	2	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	3	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 	 
ZOTU117	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemanella	 uncultured_bacterium
ZOTU629	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	1	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Oxalobacteraceae	 Oxalobacter	 
ZOTU1116	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lactonifactor	 
ZOTU1126	0	0	0	1	3	0	0	1	0	0	0	1	3	4	5	0	0	0	0	1	0	0	0	0	0	0	0	6	6	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 
ZOTU84	0	0	0	1	0	0	0	0	0	0	3	1	2	0	1	0	0	0	37	5	43	102	78	58	91	132	102	1	0	4413	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Barnesiella	 
ZOTU311	0	0	0	1	2	0	0	0	0	0	0	0	3	3	3	0	0	0	779	2	2295	14	10	13	9	11	7	4	0	171	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Veillonella	 
ZOTU1031	0	0	0	1	2	0	0	0	0	2	0	1	0	3	2	1	0	0	0	0	0	1	0	0	0	0	0	5	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU87	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	3	0	0	3	0	11	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Hydrogenoanaerobacterium	 
ZOTU456	0	0	0	0	3	2	0	0	1	0	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	1	1	863	0	Bacteria	 Cyanobacteria	 Chloroplast	 	 	 	 
ZOTU852	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	2	6	2	0	0	0	0	0	0	0	0	0	2	2	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Butyricimonas	 
ZOTU581	0	0	0	0	6	3	0	0	0	0	2	1	12	8	9	1	1	3	0	0	0	0	0	0	0	0	0	133	143	10	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Acetitomaculum	 uncultured_bacterium
ZOTU1077	0	0	0	0	2	0	0	0	0	1	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 
ZOTU887	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	2	0	1	4	1	4	3	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU417	0	0	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	141	164	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 Family_XIII_UCG-001	 uncultured_bacterium
ZOTU1185	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]_gauvreauii_group	 uncultured_bacterium
ZOTU1197	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU878	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 
ZOTU949	0	0	0	0	2	1	0	1	0	0	0	0	3	2	2	0	0	1	1	0	2	3	3	2	2	0	1	6	9	18	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 	 	 
ZOTU200	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	4690	40	5375	76	40	66	16	113	77	4	0	2844	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Megasphaera	 
ZOTU791	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 	 
ZOTU890	0	0	0	0	2	0	1	0	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	1	0	0	0	3	1	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Catabacter	 
ZOTU884	0	0	0	0	1	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	2	1	1	0	2	0	1	0	1	6	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU842	0	0	0	0	1	2	0	0	0	0	1	0	3	1	1	0	0	1	0	0	0	2	0	2	0	0	0	3	3	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU701	0	0	0	0	1	0	1	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 [Eubacterium]_coprostanoligenes_group	 uncultured_bacterium
ZOTU418	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Family_XIII	 [Eubacterium]_nodatum_group	 
ZOTU903	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_5	 uncultured_bacterium
ZOTU455	0	0	0	0	1	2	1	0	2	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU483	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 
ZOTU539	0	0	0	0	0	3	0	1	0	0	1	0	4	1	1	3	0	0	0	0	3	0	0	0	1	2	0	0	2	13	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium_6	 
ZOTU1143	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	55	1	3	0	1	43	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU545	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]_gauvreauii_group	 
ZOTU1229	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	7	3	0	4	3	3	0	0	5	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 
ZOTU513	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	5	14	20	11	20	47	55	54	0	0	427	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU759	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Bacteria	 Actinobacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	 
ZOTU1227	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	3	2	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU1486	0	0	0	0	0	1	3	2	6	1	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
ZOTU957	0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	2	2	0	1	0	2	0	1	8	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU695	0	0	0	0	0	0	4	0	0	0	2	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU101	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	154	21	174	46	20	31	1751	137	143	0	0	9790	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU369	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	6	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-009	 uncultured_bacterium
ZOTU754	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	4	0	2	1	1	17	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU246	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	2	4	0	1	0	0	0	0	0	0	0	0	1	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 	 
ZOTU1409	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 
ZOTU681	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	21	5	36	79	34	57	46	52	41	1	0	174	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU934	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 
ZOTU1203	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 uncultured	 uncultured_bacterium
ZOTU1273	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Bacteria	 Firmicutes	 	 	 	 	 
ZOTU1060	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	4	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-002	 uncultured_bacterium
ZOTU1205	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU215	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	473	48	1030	77	39	41	47	76	73	0	0	5152	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Dialister	 
ZOTU585	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	2	0	0	2	1	0	0	0	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 uncultured_bacterium
ZOTU1182	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-009	 uncultured_bacterium
ZOTU454	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lactonifactor	 
ZOTU533	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	62	20	62	49	24	31	562	105	105	0	0	187	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Butyricimonas	 
ZOTU932	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	3	2	2	0	1	2	0	4	28	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiraceae_UCG-010	 uncultured_bacterium
ZOTU1350	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	3	1	5	28	17	14	7	7	8	0	0	39	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU1375	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU353	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	2	9	2	8	5	4	2	5	0	0	95	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Parasutterella	 
ZOTU146	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	147	83	239	1027	485	562	361	352	248	1	0	1707	Bacteria	 Actinobacteria	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 uncultured	 uncultured_bacterium
ZOTU758	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 uncultured	 uncultured_bacterium
ZOTU1473	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	1	Bacteria	 Actinobacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 	 
ZOTU562	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_bacterium
ZOTU383	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	2	0	3	4	3	3	1	0	0	47	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 uncultured	 
ZOTU557	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU710	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	7	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU652	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	10	17	66	43	48	53	33	36	0	0	161	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-014	 uncultured_bacterium
ZOTU925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7	4	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 uncultured_bacterium
ZOTU588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	3	2	0	0	0	6	Bacteria	 Firmicutes	 Erysipelotrichia	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemania	 
ZOTU50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
ZOTU53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 
ZOTU41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	79	24	61	62	32	28	20	60	44	0	0	1547	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Dialister	 
ZOTU337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	25	87	189	69	109	89	165	172	0	0	1087	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus_2	 uncultured_bacterium
ZOTU351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	156	56	1	0	0	948	407	622	0	0	2	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 
ZOTU218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	31	93	194	85	153	168	242	312	0	0	4418	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 [Eubacterium]_coprostanoligenes_group	 
ZOTU420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	14	90	69	26	34	562	165	81	0	0	181	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Butyricimonas	 
ZOTU350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	8	265	23	12	14	1059	187	215	0	0	195	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 
ZOTU1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	53	9	64	49	37	9	10	7	0	0	85	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	 
ZOTU468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	17	21	77	46	40	11	15	18	0	0	273	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Akkermansia	 
ZOTU630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	15	8	14	4	9	21	15	0	0	495	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 uncultured	 
ZOTU534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	5	3	3	2	6	3	0	0	81	Bacteria	 Cyanobacteria	 Melainabacteria	 Gastranaerophilales	 	 	 
ZOTU438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	34	63	38	37	41	78	66	0	0	210	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Eubacterium]_ventriosum_group	 
ZOTU213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	17	7	6	10	11	12	0	1	424	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
ZOTU1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	8	1	2	3	0	5	0	0	37	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-005	 
ZOTU703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10	16	35	27	24	36	30	29	0	0	167	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-014	 uncultured_bacterium
ZOTU729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	8	8	2	8	5	6	0	0	35	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-005	 uncultured_bacterium
ZOTU660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	14	9	4	7	8	11	3	0	0	67	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-010	 uncultured_bacterium
ZOTU1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	1	1	0	0	0	0	20	Bacteria	 Verrucomicrobia	 Opitutae	 Opitutae_vadinHA64	 uncultured_bacterium	 uncultured_bacterium	 uncultured_bacterium
ZOTU467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	21	31	22	19	17	28	26	0	0	208	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 uncultured_bacterium
ZOTU1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	9	70	56	26	21	9	7	0	0	0	Bacteria	 	 	 	 	 	 
ZOTU404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	59	149	47	78	61	71	65	0	0	691	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
ZOTU490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	10	6	10	9	10	7	0	0	70	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	17	41	23	24	26	30	15	0	0	115	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Anaerotruncus	 uncultured_bacterium
ZOTU699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	11	21	10	10	11	22	21	0	0	112	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Comamonas	 
ZOTU319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	8	7	4	5	15	12	26	0	0	745	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-002	 
ZOTU553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	3	15	8	7	4	9	9	0	0	42	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
ZOTU855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	28	49	153	96	87	81	103	118	0	0	483	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 	 
ZOTU496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	5	13	10	13	0	0	239	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnospiraceae_UCG-008	 
ZOTU845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	1	0	2	1	7	7	0	0	177	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidales_S24-7_group	 uncultured_bacterium	 uncultured_bacterium
ZOTU1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27	29	0	0	0	0	0	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 	 
ZOTU849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	7	26	11	12	19	14	10	0	0	107	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcaceae_UCG-014	 
ZOTU1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	2	9	4	3	4	0	0	29	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
ZOTU886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	0	0	88	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidales_S24-7_group	 uncultured_bacterium	 uncultured_bacterium
